Quantity,Name,Set Name,Collector Number,Foil/Variant,Condition,Language
1,"Nymris, Oona's Trickster",Commander Legends,288,Normal,NM,EN
4,Nyx-Fleece Ram,Journey into Nyx,18,Normal,NM,EN
1,Oakenform,Core Set 2019,191,Normal,NM,EN
1,Oath of Gideon,Oath of the Gatewatch,30,Foil,NM,EN
1,Oath of Nissa,Prerelease Events: Oath of the Gatewatch,140,Foil,NM,EN
1,Oath of Teferi,Dominaria,200,Foil,NM,EN
1,"Obeka, Brute Chronologist",Commander Legends,289,Normal,NM,EN
1,Oblation,Commander 2014,83,Normal,NM,EN
1,Obliterating Bolt,The Brothers' War,145,Normal,NM,EN
1,Oblivion Ring,Lorwyn,34,Foil,NM,EN
1,Oblivion Stone,Mirrodin,222,Normal,NM,EN
1,Oculus Whelp,March of the Machine,69,Normal,NM,EN
1,Oggyar Battle-Seer,Strixhaven: School of Mages,209,Normal,NM,EN
4,"Oko, Thief of Crowns",Throne of Eldraine,197,Normal,NM,EN
1,Omenspeaker,Commander Legends,83,Normal,NM,EN
1,Omenspeaker,Commander Legends,83,Foil,NM,EN
1,Omniscience,Magic 2013,63,Normal,NM,EN
1,On Serra's Wings,Dominaria,28,Normal,NM,EN
1,Onakke Ogre,Core Set 2019,153,Normal,NM,EN
4,Once Upon a Time,Throne of Eldraine,169,Normal,NM,EN
1,Opal Palace,Commander Legends,352,Normal,NM,EN
1,Opposition Agent,Commander Legends,141,Normal,NM,EN
4,Opt,Invasion,64,Normal,NM,EN
3,Opt,Dominaria,60,Normal,NM,EN
1,Opt,Core Set 2021,59,Normal,NM,EN
1,Oracle of Dust,Battle for Zendikar,63,Normal,NM,JP
1,"Oran-Rief, the Vastwood",Commander 2014,305,Normal,NM,EN
1,Orcish Cannonade,Time Spiral Remastered,178,Normal,NM,EN
1,Orcish Vandal,Dominaria,137,Normal,NM,EN
1,Ordeal of Nylea,Commander Legends,247,Normal,NM,EN
1,Order of the Mirror // Order of the Alabaster Host,March of the Machine,72,Normal,NM,EN
1,Orim's Chant,Judge Gift Program,33,Foil,NM,EN
1,Ornamental Courage,Kaladesh,164,Normal,NM,EN
1,Ornery Goblin,Jumpstart,353,Normal,NM,EN
1,Ornithopter,Revised Edition,270,Normal,NM,EN
1,Ornithopter,Mirrodin,224,Normal,NM,EN
1,Ornithopter,Magic 2015,223,Normal,NM,EN
1,Orochi Hatchery,Champions of Kamigawa,266,Foil,NM,EN
2,Orzhov Advokist,Commander Legends,35,Normal,NM,EN
4,Orzhov Charm,Gatecrash,185,Normal,NM,EN
1,Orzhov Keyrune,Gatecrash,233,Foil,NM,EN
1,Orzhov Signet,Secret Lair Drop,294,Foil,NM,EN
1,Orzhov Signet,Guildpact,155,Foil,NM,EN
1,Ossification,Phyrexia: All Will Be One,26,Normal,NM,JP
1,"Otawara, Soaring City",Kamigawa: Neon Dynasty,414,Normal,NM,EN
1,Outnumber,Jumpstart,354,Normal,NM,EN
1,Ovalchase Daredevil,Kaladesh,97,Normal,NM,EN
2,Overgrown Tomb,Ravnica: City of Guilds,279,Normal,NM,EN
1,Overrun,Commander 2014,207,Normal,NM,EN
1,Overwhelm,Modern Masters 2015,152,Normal,NM,EN
1,Overwhelming Remorse,The Brothers' War,110,Normal,NM,EN
1,Overwhelming Stampede,Commander 2014,208,Normal,NM,EN
1,"Oviya Pashiri, Sage Lifecrafter",Kaladesh,165,Normal,NM,EN
1,Owlin Shieldmage,Strixhaven: School of Mages,210,Normal,NM,EN
1,Pack Guardian,Shadows over Innistrad,221,Normal,NM,EN
1,Pact of Negation,Modern Masters,56,Normal,NM,EN
1,Pact of Negation,Time Spiral Remastered,77,Normal,NM,EN
1,"Padeem, Consul of Innovation",Kaladesh,59,Foil,NM,EN
1,Paired Tactician,Zendikar Rising,31,Normal,NM,EN
1,Palace Sentinels,Commander Legends,36,Normal,NM,EN
1,Palladium Myr,Commander Anthology Volume II,207,Normal,NM,EN
1,Panharmonicon,Prerelease Events: Kaladesh,226,Foil,NM,EN
1,Panharmonicon,Kaladesh,226,Normal,NM,EN
1,Panic Spellbomb,Commander Anthology Volume II,208,Normal,NM,EN
1,Paradox Engine,Aether Revolt,169,Foil,NM,EN
1,Paradoxical Outcome,Kaladesh,60,Foil,NM,EN
1,Paranoid Parish-Blade,Shadows over Innistrad,33,Normal,NM,EN
1,Parcel Myr,Modern Horizons 2,54,Normal,NM,EN
4,Pardic Wanderer,Dominaria,226,Normal,NM,EN
2,Past in Flames,Modern Masters 2017,105,Normal,NM,EN
2,Past in Flames,Time Spiral Remastered,350,Normal,NM,EN
2,Past in Flames,Innistrad,155,Normal,NM,EN
1,Past in Flames,Innistrad,155,Foil,NM,EN
2,Path of Ancestry,Commander Legends,353,Normal,NM,EN
2,Path of Peril,Innistrad: Crimson Vow,373,Normal,NM,EN
1,Path to Exile,WPN/Gateway,24,Foil,NM,EN
4,Path to Exile,Duel Decks: Venser vs. Koth,23,Normal,NM,EN
1,Path to Exile,Modern Masters,25,Normal,NM,EN
4,Path to Exile,Time Spiral Remastered,299,Normal,NM,EN
1,Patriarch's Bidding,Onslaught,161,Normal,NM,EN
1,Patron of the Valiant,Commander Legends,37,Normal,NM,EN
1,Peacekeeper,Weatherlight,138,Normal,NM,EN
1,Pearl Medallion,Commander 2014,260,Normal,NM,EN
1,Peer into the Abyss,Core Set 2021,117,Normal,NM,EN
1,Peer into the Abyss,Core Set 2021,360,Normal,NM,EN
6,Peer Through Depths,Champions of Kamigawa,78,Normal,NM,EN
2,Pegasus Courser,Dominaria,29,Normal,NM,EN
1,Pendelhaven Elder,Time Spiral Remastered,222,Normal,NM,EN
1,Pennon Blade,Commander Legends,329,Normal,NM,EN
1,Pentavus,Commander Anthology Volume II,209,Normal,NM,EN
1,Penumbra Spider,Time Spiral Remastered,223,Normal,NM,EN
1,Perennial Behemoth,The Brothers' War,202,Normal,NM,EN
1,Perilous Myr,Masters 25,227,Normal,NM,EN
3,Perilous Myr,Commander Legends,330,Normal,NM,EN
2,Perish,Tempest,41,Normal,NM,EN
5,Persist,Modern Horizons 2,96,Normal,NM,EN
2,Phalanx Vanguard,The Brothers' War,19,Normal,NM,EN
1,Phantasmal Image,Magic 2012,72,Normal,NM,EN
1,Phoenix Chick,Dominaria United,140,Normal,NM,EN
1,Phyrexia's Core,Commander Anthology Volume II,261,Normal,NM,EN
1,Phyrexia's Core,New Phyrexia,165,Foil,NM,CS
1,Phyrexian Altar,Invasion,306,Normal,NM,EN
1,Phyrexian Metamorph,Launch Parties,14,Foil,NM,EN
1,Phyrexian Metamorph,Double Masters,341,Foil,NM,EN
1,Phyrexian Processor,Urza's Saga,306,Normal,NM,EN
3,Phyrexian Rager,Commander Legends,142,Normal,NM,EN
1,Phyrexian Revoker,The Brothers' War Retro Artifacts,103,Normal,NM,EN
1,Phyrexian Triniform,Commander Legends,331,Normal,NM,EN
1,Phyrexian Unlife,New Phyrexia,18,Normal,NM,EN
1,Phyrexian Unlife,New Phyrexia,18,Foil,NM,EN
1,Phyrexian Vindicator,Phyrexia: All Will Be One,27,Normal,NM,JP
1,Pick Your Poison,Mystery Booster Playtest Cards,97,Normal,NM,EN
4,Pieces of the Puzzle,Shadows over Innistrad,78,Normal,NM,EN
7,Pierce the Sky,Dominaria,176,Normal,NM,EN
1,Pilgrim's Eye,Commander 2018,214,Normal,NM,EN
1,Pilgrim's Eye,Commander Legends,332,Normal,NM,EN
1,Pili-Pala,Shadowmoor,258,Foil,NM,EN
4,Pillage,Alliances,113,Normal,NM,EN
1,Pillar of Flame,Avacyn Restored,149,Normal,NM,EN
1,Pinion Feast,Dragons of Tarkir,195,Normal,NM,EN
1,Pious Evangel // Wayward Disciple,Shadows over Innistrad,34,Normal,NM,EN
1,Piracy Charm,Time Spiral Remastered,78,Normal,NM,EN
1,Pirate's Cutlass,Commander Legends,333,Normal,NM,EN
1,Pirate's Cutlass,Commander Legends,333,Foil,NM,EN
1,Pit Keeper,Time Spiral Remastered,130,Normal,NM,EN
4,Pithing Needle,Saviors of Kamigawa,158,Normal,NM,EN
3,Pithing Needle,Return to Ravnica,231,Normal,NM,EN
1,Plagiarize,Torment,44,Normal,NM,EN
4,Plague Engineer,Modern Horizons,100,Normal,NM,EN
1,Plains,Asia Pacific Land Program,4,Normal,NM,EN
1,Plains,The List,300,Normal,NM,EN
1,Plains,Zendikar,231,Normal,NM,EN
3,Plains,Zendikar,233,Normal,NM,EN
2,Plains,Battle for Zendikar,250,Normal,NM,EN
2,Plains,Battle for Zendikar,251,Normal,NM,EN
3,Plains,Battle for Zendikar,252,Normal,NM,EN
4,Plains,Battle for Zendikar,253,Normal,NM,EN
2,Plains,Battle for Zendikar,254,Normal,NM,EN
3,Plains,Theros Beyond Death,250,Normal,NM,EN
1,Plains,Zendikar Rising,266,Foil,NM,EN
1,Plains,Zendikar Rising,267,Normal,NM,EN
3,Plains,Kamigawa: Neon Dynasty,293,Normal,NM,EN
1,Plains,Dominaria United,262,Foil,NM,EN
2,Plains,Dominaria United,263,Foil,NM,EN
1,Plains,Dominaria United,264,Foil,NM,EN
2,Plains,Dominaria United,277,Normal,NM,EN
1,Plains,The Brothers' War,268,Foil,NM,EN
1,Plains,The Brothers' War,269,Foil,NM,EN
1,Plains,Phyrexia: All Will Be One,262,Normal,NM,JP
1,Plateau,Revised Edition,296,Normal,NM,EN
1,Platinum Angel,The Brothers' War Retro Artifacts,104,Normal,NM,EN
2,Plummet,Masters 25,183,Normal,NM,EN
5,Polluted Delta,Onslaught,321,Normal,NM,EN
4,Ponder,Magic 2012,73,Normal,NM,EN
1,Porcelain Zealot,Phyrexia: All Will Be One,30,Normal,NM,JP
4,Pore Over the Pages,Shadows over Innistrad,79,Normal,NM,EN
3,Portent of Betrayal,Commander Legends,194,Normal,NM,EN
1,Poultice Sliver,Time Spiral Remastered,33,Normal,NM,EN
1,Power Artifact,Antiquities,55,Normal,NM,EN
4,Powerstone Shard,Dominaria,227,Normal,NM,EN
1,Pox,Ice Age,46,Normal,NM,EN
1,Prava of the Steel Legion,Commander Legends,38,Normal,NM,EN
2,Prayer of Binding,Dominaria United,28,Normal,NM,EN
1,Predict,Odyssey,94,Normal,NM,EN
1,Preordain,Commander Legends,84,Normal,NM,EN
4,Preordain,Magic 2011,70,Normal,NM,EN
1,Prescient Chimera,Jumpstart,164,Normal,NM,EN
1,Presence of Gond,Jumpstart,420,Normal,NM,EN
1,Price of Progress,Eternal Masters,141,Normal,NM,EN
1,Pride of the Perfect,Commander Legends,144,Normal,NM,EN
1,Pridemalkin,Core Set 2021,196,Normal,NM,EN
4,Priest of Fell Rites,Modern Horizons 2,208,Normal,NM,EN
1,Priest of Titania,Commander 2014,210,Normal,NM,EN
1,Primal Forcemage,Time Spiral Remastered,225,Normal,NM,EN
2,Primevals' Glorious Rebirth,Dominaria,201,Normal,NM,EN
1,Primordial Sage,Commander 2014,211,Normal,NM,EN
6,Primordial Wurm,War of the Spark,174,Normal,NM,EN
4,Prismari Command,Strixhaven: School of Mages,214,Normal,NM,EN
4,Prismatic Ending,Modern Horizons 2,25,Normal,NM,EN
1,Pristine Talisman,Commander Anthology Volume II,211,Normal,NM,EN
1,Prodigious Growth,Core Set 2019,194,Normal,NM,EN
1,Professor's Warning,Strixhaven: School of Mages,84,Normal,NM,EN
1,Promising Duskmage,Strixhaven: School of Mages,85,Normal,NM,EN
1,Propaganda,Tempest,80,Normal,NM,EN
1,Prophetic Prism,Masters 25,229,Foil,NM,EN
2,Prophetic Prism,Commander Legends,334,Normal,NM,EN
1,Prophetic Titan,Modern Horizons 2,209,Normal,NM,EN
3,Prosperous Pirates,Commander Legends,85,Normal,NM,EN
1,Prototype Portal,Scars of Mirrodin,195,Normal,NM,EN
1,Prototype Portal,Scars of Mirrodin,195,Foil,NM,EN
1,Prowling Felidar,Zendikar Rising,34,Normal,NM,EN
2,Prying Eyes,Commander Legends,86,Normal,NM,EN
4,Psychic Puppetry,Champions of Kamigawa,80,Normal,NM,EN
1,Pteramander,The List,74,Normal,NM,EN
1,Puncturing Light,Shadows over Innistrad,35,Normal,NM,EN
1,Pyretic Prankster // Glistening Goremonger,March of the Machine,157,Normal,NM,EN
4,Pyretic Ritual,Magic 2011,153,Normal,NM,EN
4,Pyrite Spellbomb,Mirrodin,232,Normal,NM,EN
1,Pyroclasm,Magic 2010,152,Normal,NM,EN
2,Pyromancer Ascension,Zendikar,143,Normal,NM,EN
1,Quandrix Apprentice,Strixhaven: School of Mages,216,Normal,NM,EN
1,Quandrix Cultivator,Strixhaven: School of Mages,218,Normal,NM,EN
1,Quarantine Field,Battle for Zendikar,43,Normal,NM,EN
1,Queen Allenal of Ruadach,Dominaria United,210,Foil,NM,EN
1,Quicken,Duel Decks: Mind vs. Might,6,Normal,NM,EN
1,Quicken,Guildpact,31,Normal,NM,EN
1,Quicksilver Amulet,The Brothers' War Retro Artifacts,108,Normal,NM,EN
1,Quicksilver Amulet,Magic 2012,214,Normal,NM,EN
1,Quicksilver Fisher,Phyrexia: All Will Be One,287,Normal,NM,JP
1,Quicksilver Gargantuan,Scars of Mirrodin,39,Normal,NM,EN
1,Qumulox,Modern Masters 2015,54,Normal,NM,EN
2,Rabid Bite,Shadows over Innistrad,223,Normal,NM,EN
3,Rabid Bite,Core Set 2019,195,Normal,NM,EN
1,Racers' Ring,Streets of New Capenna,253,Normal,NM,EN
1,Radiant Fountain,Magic 2015,245,Foil,NM,EN
1,"Radiant, Serra Archangel",Commander Legends,40,Normal,NM,EN
6,Radiating Lightning,Dominaria,138,Normal,NM,EN
2,"Raff Capashen, Ship's Mage",Dominaria,202,Normal,NM,EN
1,"Raff Capashen, Ship's Mage",Dominaria,202,Foil,NM,EN
3,Ragefire Hellkite,Dominaria United,426,Normal,NM,EN
2,Raging Ravine,Worldwake,141,Normal,NM,EN
1,Rain of Revelation,Core Set 2021,61,Normal,NM,EN
4,Rain of Tears,Mercadian Masques,155,Normal,NM,EN
1,Raise the Alarm,Jumpstart,129,Normal,NM,EN
1,Raise the Alarm,Commander Legends,41,Normal,NM,EN
4,Rakdos Charm,Return to Ravnica,184,Normal,NM,EN
1,Rakdos Signet,Secret Lair Drop,289,Foil,NM,EN
1,Rakshasa Vizier,Khans of Tarkir,193,Normal,NM,EN
1,Rakshasa's Secret,Khans of Tarkir,84,Normal,NM,JP
5,Rampaging Cyclops,Dominaria,139,Normal,NM,EN
6,Rancor,Magic 2013,185,Normal,NM,EN
2,Ranger of Eos,Shards of Alara,21,Normal,NM,EN
4,Ranger-Captain of Eos,Modern Horizons,21,Normal,NM,EN
1,Rapacious Dragon,Jumpstart,358,Normal,NM,EN
6,Rat Colony,Dominaria,101,Normal,NM,EN
1,Rathi Trapper,Time Spiral Remastered,133,Normal,NM,EN
2,Raugrin Triome,Ikoria: Lair of Behemoths,251,Normal,NM,EN
1,Raugrin Triome,Ikoria: Lair of Behemoths,311,Normal,NM,EN
1,Ravager's Mace,Zendikar Rising,235,Normal,NM,EN
1,Ravenous Giant,Modern Horizons,143,Normal,NM,EN
1,Ravenous Gigamole,The Brothers' War,113,Normal,NM,EN
4,Ravenous Trap,Zendikar,109,Normal,NM,EN
4,Razorverge Thicket,Scars of Mirrodin,228,Normal,NM,EN
4,Reach Through Mists,Champions of Kamigawa,81,Normal,NM,EN
4,Read the Bones,Theros,101,Normal,NM,EN
5,Reanimate,Tempest,45,Normal,NM,EN
1,"Rebbec, Architect of Ascension",Commander Legends,42,Normal,NM,EN
1,Reckless Amplimancer,Strixhaven: School of Mages,141,Normal,NM,EN
1,Reckless Wurm,Time Spiral Remastered,181,Normal,NM,EN
1,Reclamation Sage,Commander Legends,248,Normal,NM,EN
1,Reclamation Sage,Time Spiral Remastered,366,Foil,NM,EN
1,Recommission,The Brothers' War,22,Normal,NM,EN
1,Reconnaissance Mission,Ikoria: Lair of Behemoths,65,Normal,NM,EN
1,Reconstructed Thopter,The Brothers' War,242,Normal,NM,EN
1,Recruit the Worthy,Modern Horizons,22,Normal,NM,EN
1,Recruitment Officer,The Brothers' War,23,Normal,NM,EN
1,Redirect,Magic 2011,71,Normal,NM,EN
1,Reduce to Ashes,Shadows over Innistrad,176,Normal,NM,EN
1,Reflective Golem,Strixhaven: School of Mages,257,Foil,NM,EN
1,Reflector Mage,Oath of the Gatewatch,157,Normal,NM,EN
1,Reflex Sliver,Time Spiral Remastered,226,Normal,NM,EN
1,Refurbish,Kaladesh,25,Normal,NM,EN
1,Reiterate,Time Spiral Remastered,182,Normal,NM,EN
1,Release the Dogs,Jumpstart,4,Normal,NM,EN
1,Relic Golem,Zendikar Rising,249,Normal,NM,EN
1,Relic of Progenitus,Shards of Alara,218,Normal,NM,EN
1,Relic Robber,Zendikar Rising,153,Normal,NM,EN
4,Relic Runner,Dominaria,62,Normal,NM,EN
1,Relic Sloth,Strixhaven: School of Mages,223,Normal,NM,EN
1,Relic Vial,Zendikar Rising,250,Normal,NM,EN
1,Reliquary Tower,Commander Anthology Volume II,262,Normal,NM,EN
1,Reliquary Tower,Magic 2013,227,Normal,NM,EN
1,Reliquary Tower,Core Set 2019,254,Normal,NM,EN
3,Remand,Modern Masters 2015,55,Normal,NM,EN
2,Remand,Time Spiral Remastered,316,Normal,NM,EN
3,Remand,Ravnica: City of Guilds,63,Normal,NM,EN
1,Render Inert,March of the Machine,123,Normal,NM,EN
1,Render Silent,Dragon's Maze,96,Normal,NM,EN
1,Renegade Tactics,Commander Legends,195,Normal,NM,EN
4,Renounce the Guilds,Dragon's Maze,5,Normal,NM,EN
1,Repay in Kind,Rise of the Eldrazi,125,Foil,NM,EN
2,Repeal,Modern Masters 2015,56,Normal,NM,EN
2,Repeal,Time Spiral Remastered,317,Normal,NM,EN
1,Repeal,Guildpact,32,Normal,NM,EN
1,Requiem Angel,Commander 2014,84,Normal,NM,EN
6,Rescue,Dominaria,63,Normal,NM,EN
2,Rescue Retriever,The Brothers' War,288,Normal,NM,EN
1,Resculpt,Strixhaven: School of Mages,51,Normal,NM,EN
1,Reshape,Darksteel,31,Normal,NM,EN
1,Reshape the Earth,Commander Legends,249,Normal,NM,EN
1,Resolute Strike,Zendikar Rising,35,Normal,NM,EN
4,Rest in Peace,Return to Ravnica,18,Normal,NM,EN
1,Rest in Peace,Return to Ravnica,18,Foil,NM,EN
4,Restoration Angel,Iconic Masters,28,Normal,NM,EN
1,Restore Balance,Time Spiral Remastered,36,Normal,NM,EN
1,Resurgent Belief,Modern Horizons 2,385,Foil,NM,EN
1,Retract,Darksteel,32,Foil,NM,EN
1,Retribution of the Meek,Visions,119,Normal,NM,EN
1,Retrofitter Foundry,Commander 2018,57,Normal,NM,EN
1,Return to Dust,Commander 2014,85,Normal,NM,EN
1,Return to Dust,Commander Legends,43,Normal,NM,EN
1,Revenant,Commander Legends,147,Normal,NM,EN
1,Revenge of the Hunted,Avacyn Restored,191,Foil,NM,EN
1,Reverberate,Magic 2013,145,Normal,NM,EN
1,Reverent Hunter,Theros,173,Normal,NM,EN
1,Revitalize,Strixhaven Mystical Archive,9,Normal,NM,EN
1,Revitalize,Core Set 2019,35,Normal,NM,EN
1,"Reyav, Master Smith",Commander Legends,290,Normal,NM,EN
1,Rhystic Study,Prophecy,45,Normal,NM,EN
1,"Ria Ivor, Bane of Bladehold",Phyrexia: All Will Be One,214,Foil,NM,JP
1,"Richard Garfield, Ph.D.",30th Anniversary Misc Promos,1,Normal,NM,EN
1,Riddle of Lightning,Time Spiral Remastered,183,Normal,NM,EN
1,Ridged Kusite,Time Spiral Remastered,134,Normal,NM,EN
1,Rift Bolt,Time Spiral Remastered,184,Normal,NM,EN
1,Rift Sower,Modern Horizons 2,170,Normal,NM,EN
1,Riftmarked Knight,Time Spiral Remastered,38,Foil,NM,EN
1,Ring of Three Wishes,Magic 2014,216,Normal,NM,EN
1,Rings of Brighthearth,Kaladesh Inventions,21,Normal,NM,EN
1,Rings of Brighthearth,Commander Legends,335,Normal,NM,EN
1,Rings of Brighthearth,Lorwyn,259,Normal,NM,EN
1,Riparian Tiger,Kaladesh,167,Normal,NM,EN
2,Ripscale Predator,Commander Legends,196,Normal,NM,EN
2,Riptide Laboratory,Onslaught,322,Normal,NM,EN
2,Riptide Laboratory,Onslaught,322,Normal,LP,EN
1,Risen Reef,Core Set 2020,217,Normal,NM,EN
1,"Rishkar, Peema Renegade",Jumpstart,425,Normal,NM,EN
1,Rite of Belzenlok,Dominaria,102,Normal,NM,EN
1,Rite of Consumption,Shadowmoor,76,Normal,NM,EN
2,Ritual of Soot,Guilds of Ravnica,84,Normal,NM,EN
2,River of Tears,Future Sight,179,Normal,NM,EN
4,Riverglide Pathway // Lavaglide Pathway,Zendikar Rising,289,Normal,NM,EN
1,Roaming Ghostlight,Core Set 2021,65,Normal,NM,EN
1,"Rocco, Cabaretti Caterer",Streets of New Capenna,218,Normal,NM,EN
1,Rockslide Sorcerer,Zendikar Rising,154,Normal,NM,EN
1,"Rograkh, Son of Rohgahh",Commander Legends,197,Normal,NM,EN
1,Rogue's Gloves,Core Set 2019,243,Normal,NM,EN
1,Rogue's Passage,Return to Ravnica,245,Foil,NM,EN
1,"Rohgahh, Kher Keep Overlord",Dominaria United Commander,41,Normal,NM,EN
2,"Rona, Disciple of Gix",Dominaria,203,Normal,NM,EN
1,Rookie Mistake,Core Set 2021,66,Normal,NM,EN
1,Root Out,Shadows over Innistrad,224,Normal,NM,EN
4,Rotting Regisaur,Core Set 2020,111,Normal,NM,EN
1,Rubblehulk,Prerelease Events,63,Foil,NM,EN
1,Rubblehulk,Gatecrash,191,Foil,NM,EN
1,Ruby Medallion,Commander Anthology Volume II,212,Normal,NM,EN
1,Rummaging Goblin,Commander Legends,198,Normal,NM,EN
3,Run Amok,Dominaria,140,Normal,NM,EN
3,Run Away Together,Commander Legends,87,Normal,NM,EN
3,Rupture Spire,Commander Legends,355,Normal,NM,EN
1,Rust Goliath,The Brothers' War,204,Normal,NM,EN
1,Sacred Foundry,Zendikar Expeditions,14,Foil,NM,EN
3,Sacred Foundry,Ravnica: City of Guilds,280,Normal,NM,EN
1,Sacred Mesa,Commander 2014,86,Normal,NM,EN
2,Sage of Lat-Nam,Dominaria,64,Normal,NM,EN
1,Sage of Shaila's Claim,Kaladesh,168,Normal,NM,EN
1,Sage's Row Savant,Jumpstart,171,Normal,NM,EN
1,"Saheeli, Sublime Artificer",War of the Spark,234,Foil,NM,EN
1,Saheeli's Artistry,Kaladesh,62,Normal,NM,EN
3,"Sai, Master Thopterist",Core Set 2019,69,Normal,NM,EN
1,"Sai, Master Thopterist",Core Set 2019,69,Foil,NM,EN
1,Said // Done,Modern Horizons 2,60,Normal,NM,EN
3,Sailor of Means,Commander Legends,88,Normal,NM,EN
1,Sakashima's Protege,Commander Legends,90,Normal,NM,EN
1,Salivating Gremlins,Kaladesh,129,Normal,NM,EN
1,Saltcrusted Steppe,Time Spiral Remastered,283,Normal,NM,EN
1,Salvage Drone,Battle for Zendikar,65,Normal,NM,JP
1,Salvaging Station,Fifth Dawn,148,Foil,NM,EN
2,Samite Herbalist,Dominaria United,31,Normal,NM,EN
1,Samurai,Phyrexia: All Will Be One Japanese Promo Tokens,2,Normal,NM,JP
4,Sanctifier en-Vec,Modern Horizons 2,27,Normal,NM,EN
1,Sanctum of Ugin,Battle for Zendikar,242,Foil,NM,EN
1,Sanctum Spirit,Dominaria,30,Normal,NM,EN
1,Sandsteppe Citadel,Khans of Tarkir,241,Normal,NM,EN
1,Sandstone Oracle,Commander Legends,336,Normal,NM,EN
1,Sangrophage,Time Spiral Remastered,135,Normal,NM,EN
2,Sanitarium Skeleton,Commander Legends,148,Normal,NM,EN
6,Saproling Migration,Dominaria,178,Normal,NM,EN
1,Sarinth Steelseeker,The Brothers' War,189,Normal,NM,EN
1,Sarkhan's Rage,Jumpstart,360,Normal,NM,EN
4,Satyr Wayfinder,Born of the Gods,136,Normal,NM,EN
1,Savage Punch,Khans of Tarkir,147,Normal,NM,EN
1,Savage Twister,Modern Masters 2015,185,Normal,NM,EN
2,Savai Triome,Ikoria: Lair of Behemoths,312,Normal,NM,EN
1,Savannah Lions,Masters 25,33,Normal,NM,EN
1,Savor the Moment,Shadowmoor,50,Normal,NM,EN
1,Savor the Moment,Shadowmoor,50,Foil,NM,EN
1,Sawblade Scamp,Phyrexia: All Will Be One,292,Normal,NM,JP
4,Scalding Tarn,Zendikar,223,Normal,NM,EN
1,Scaled Behemoth,Commander Legends,251,Normal,NM,EN
1,Scavenger Grounds,Hour of Devastation,182,Foil,NM,EN
4,Scavenging Ooze,Commander,170,Normal,NM,EN
1,Scavenging Ooze,Secret Lair Drop,135,Normal,NM,EN
1,Scheming Aspirant,Phyrexia: All Will Be One,107,Normal,NM,JP
1,Scheming Symmetry,Core Set 2020,113,Foil,NM,EN
1,Scholar of Stars,Commander Legends,92,Normal,NM,EN
1,Scholar of the Ages,Commander Legends,93,Normal,NM,EN
1,Scion of the Swarm,Zendikar Rising,121,Normal,NM,EN
1,Scorched Ruins,Weatherlight,166,Normal,NM,EN
1,Scour All Possibilities,Modern Horizons,67,Normal,LP,EN
1,Scour the Desert,Modern Horizons 2,28,Foil,NM,EN
4,Scourge of the Skyclaves,Zendikar Rising,343,Normal,NM,EN
1,Scourglass,Shards of Alara,25,Normal,NM,EN
1,Scout the Wilderness,Dominaria United,176,Foil,NM,EN
1,Scrap Mastery,Commander Anthology Volume II,116,Normal,NM,EN
1,Scrap Trawler,The Brothers' War Retro Artifacts,112,Normal,NM,EN
4,Scrap Trawler,Aether Revolt,175,Normal,NM,EN
1,Scrap Trawler,Aether Revolt,175,Foil,NM,EN
3,Scrapdiver Serpent,Commander Legends,94,Normal,NM,EN
1,Scrapwork Cohort,The Brothers' War,37,Normal,NM,EN
1,Scrapwork Mutt,The Brothers' War,164,Normal,NM,EN
1,Scrapwork Rager,The Brothers' War,123,Normal,NM,EN
1,Scroll Rack,Commander Legends,337,Foil,NM,EN
1,Scrounging Bandar,Jumpstart,428,Normal,NM,EN
1,Scrubland,Revised Edition,298,Normal,NM,EN
1,Sculpting Steel,Kaladesh Inventions,23,Foil,NM,EN
1,Sculpting Steel,Tenth Edition,342,Normal,NM,EN
1,Sea Gate Banneret,Zendikar Rising,36,Normal,NM,EN
1,Sea Gate Stormcaller,Zendikar Rising,77,Foil,NM,EN
1,Sea Gate Wreckage,Oath of the Gatewatch,177,Foil,NM,EN
4,Seachrome Coast,Scars of Mirrodin,229,Normal,NM,EN
1,Seal Away,Dominaria,31,Normal,NM,EN
4,Seal of Cleansing,Nemesis,18,Normal,LP,EN
4,Seal of Fire,Nemesis,98,Normal,NM,EN
1,Seal of Primordium,Time Spiral Remastered,228,Normal,NM,EN
4,Seal of Primordium,Planar Chaos,153,Normal,NM,EN
1,Seal of Removal,Modern Horizons 2,269,Normal,NM,EN
1,"Search for Azcanta // Azcanta, the Sunken Ruin",Ixalan,74,Foil,NM,RU
1,Search for Tomorrow,Modern Masters,161,Normal,NM,EN
1,Search for Tomorrow,Time Spiral,216,Normal,NM,EN
1,Seaside Citadel,Shards of Alara,229,Normal,NM,EN
2,Seasoned Pyromancer,Modern Horizons,145,Normal,NM,EN
1,Seasons Past,Shadows over Innistrad,226,Normal,NM,EN
1,Seat of the Synod,Mirrodin,283,Foil,NM,EN
1,Secluded Steppe,Commander 2014,310,Normal,NM,EN
1,Second Sunrise,Mirrodin,20,Normal,NM,EN
4,Sedgemoor Witch,Strixhaven: School of Mages,86,Normal,NM,EN
3,Seer's Lantern,Commander Legends,338,Normal,NM,EN
1,Seer's Sundial,Commander 2014,267,Normal,NM,EN
6,Seismic Shift,Dominaria,141,Normal,NM,EN
3,Select for Inspection,Kaladesh,63,Normal,NM,EN
